store_id,date,sales,customers,open,promo,school_holiday,competition_distance,year,month,quarter,week_of_year,day_of_week,day_of_month,is_weekend,is_month_start,is_month_end,is_quarter_end,lag_1,lag_7,lag_14,lag_21,lag_28,promo_lag_1,promo_lag_7,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_21,rolling_std_21,rolling_mean_28,rolling_std_28,rolling_median_7,rolling_median_14,rolling_median_21,rolling_median_28,rolling_max_7,rolling_min_7,rolling_max_14,rolling_min_14,rolling_max_21,rolling_min_21,rolling_max_28,rolling_min_28,promo_mean_7,promo_mean_14,promo_weekend,promo_schoolholiday,promo_stateholiday,store_type_a,store_type_b,store_type_c,store_type_d,assortment_a,assortment_b,assortment_c,state_holiday_0,state_holiday_a,state_holiday_b,state_holiday_c
535,2015-09-07,0,,1.0,0,0,180.0,2015,9,3,37,0,7,0,0,0,0,0.0,5998.0,4349.0,7042.0,3083.0,0.0,1.0,3852.8571428571427,2078.715182396042,3351.1428571428573,1775.624607638886,3724.0,2116.2138833303216,3481.1071428571427,1967.8931079689096,4820.0,3314.5,3630.0,3395.0,5998.0,0.0,5998.0,0.0,7721.0,0.0,7721.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
536,2015-09-07,0,,1.0,0,0,30.0,2015,9,3,37,0,7,0,0,0,0,0.0,7575.0,5959.0,8086.0,5347.0,0.0,1.0,5696.428571428572,2656.5088529335426,5260.071428571428,2360.1053582833547,5477.238095238095,2451.374877589348,5273.142857142857,2360.2721078893474,6267.0,5721.5,5956.0,5657.0,8023.0,0.0,8023.0,0.0,8086.0,0.0,8086.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
537,2015-09-07,0,,1.0,0,0,3200.0,2015,9,3,37,0,7,0,0,0,0,0.0,6070.0,4584.0,6803.0,4089.0,0.0,1.0,4150.714285714285,2136.6300346016633,3755.8571428571427,1853.6653443357054,4009.0,2001.1013467588293,3925.3571428571427,1907.372639586556,5118.0,4186.5,4425.0,4317.5,6070.0,0.0,6070.0,0.0,6803.0,0.0,6803.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
538,2015-09-07,0,,1.0,0,0,480.0,2015,9,3,37,0,7,0,0,0,0,0.0,6587.0,5680.0,7053.0,5449.0,0.0,1.0,5163.714285714285,2408.8852687696103,4835.571428571428,2163.4791323338336,5119.333333333333,2322.1192332292785,5026.178571428572,2243.2184063936056,5647.0,5463.0,5625.0,5469.0,7004.0,0.0,7004.0,0.0,7958.0,0.0,7958.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
539,2015-09-07,0,,1.0,0,0,12430.0,2015,9,3,37,0,7,0,0,0,0,0.0,8728.0,7246.0,11274.0,6638.0,0.0,1.0,6326.0,3172.466810963775,5808.357142857143,2818.2247441946865,6203.761904761905,3113.310567623505,5993.714285714285,2941.925205599883,7584.0,6561.5,7097.0,6612.5,8759.0,0.0,8759.0,0.0,11274.0,0.0,11274.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,0,0,1,1,0,0,0
540,2015-09-07,0,,1.0,0,0,19700.0,2015,9,3,37,0,7,0,0,0,0,0.0,11441.0,6743.0,11418.0,6103.0,0.0,1.0,6908.142857142857,3522.031772929343,5981.5,3032.167839630964,6347.333333333333,3274.8200459465456,5942.821428571428,3072.9558704521014,7150.0,6419.5,6743.0,6010.5,11441.0,0.0,11441.0,0.0,11441.0,0.0,11441.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,0,1,1,0,0,1,0,0,0
541,2015-09-07,0,,1.0,0,0,4450.0,2015,9,3,37,0,7,0,0,0,0,0.0,11745.0,9576.0,11657.0,7300.0,0.0,1.0,8688.42857142857,3937.1758007122676,7827.0,3539.769983835325,8245.619047619048,3707.6629091139134,7758.428571428572,3590.5308740730743,9962.0,8483.5,9576.0,8431.0,11745.0,0.0,11745.0,0.0,12352.0,0.0,12352.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,0,1,1,0,0,1,0,0,0
542,2015-09-07,0,,1.0,0,0,350.0,2015,9,3,37,0,7,0,0,0,0,0.0,8758.0,8032.0,10131.0,5302.0,0.0,1.0,6696.428571428572,3070.7153812069514,6224.571428571428,2782.8725257376586,6574.666666666667,3054.203829696593,6231.571428571428,2919.061777588077,7550.0,6652.5,6909.0,6630.5,8758.0,0.0,8758.0,0.0,11179.0,0.0,11179.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,0,0,1,1,0,0,0
543,2015-09-07,0,,1.0,0,0,190.0,2015,9,3,37,0,7,0,0,0,0,0.0,12432.0,7987.0,13875.0,5841.0,0.0,1.0,8253.142857142857,4287.594330490834,7096.928571428572,3653.2503433830775,7716.047619047619,4083.3578275261466,7141.285714285715,3836.1887419015325,8787.0,7313.0,7987.0,6921.0,12432.0,0.0,12432.0,0.0,13875.0,0.0,13875.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
544,2015-09-07,0,,1.0,0,1,4150.0,2015,9,3,37,0,7,0,0,0,0,0.0,13775.0,10624.0,14235.0,7948.0,0.0,1.0,9517.714285714286,4412.5104235678855,8684.92857142857,3947.508863229407,8976.52380952381,4064.3533264105818,8531.607142857143,3895.787424226571,10366.0,9646.0,9920.0,9359.0,13775.0,0.0,13775.0,0.0,14235.0,0.0,14235.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,0,0,1,1,0,0,0
545,2015-09-07,0,,1.0,0,0,170.0,2015,9,3,37,0,7,0,0,0,0,0.0,9193.0,7812.0,9120.0,5704.0,0.0,1.0,6822.571428571428,3086.9410348079136,6410.428571428572,2827.172921006907,6583.285714285715,2885.108579288779,6194.928571428572,2784.6702036070888,7743.0,7235.5,7661.0,6816.0,9193.0,0.0,9193.0,0.0,9379.0,0.0,9379.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,0,0,1,1,0,0,0
546,2015-09-07,0,,1.0,0,0,3290.0,2015,9,3,37,0,7,0,0,0,0,0.0,4428.0,2676.0,3301.0,2678.0,0.0,1.0,3148.714285714286,1479.39252333356,2755.714285714286,1321.0471038344738,2809.285714285714,1284.149257012484,2682.8928571428573,1242.076974393077,3806.0,2882.0,3282.0,2882.0,4428.0,0.0,4428.0,0.0,4428.0,0.0,4428.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,1,0,0,0,1,1,0,0,0
547,2015-09-07,0,,1.0,0,0,3170.0,2015,9,3,37,0,7,0,0,0,0,0.0,11083.0,7220.0,12827.0,6303.0,0.0,1.0,7264.428571428572,3605.2621197883727,6313.857142857143,3119.5792580495126,6782.428571428572,3451.9572936441227,6295.571428571428,3255.4271316562763,8447.0,6484.0,7220.0,6199.0,11083.0,0.0,11083.0,0.0,12827.0,0.0,12827.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,0,0,1,1,0,0,0
548,2015-09-07,0,,1.0,0,0,90.0,2015,9,3,37,0,7,0,0,0,0,0.0,8193.0,7111.0,11040.0,5088.0,0.0,1.0,6032.714285714285,2820.9562630596097,5581.214285714285,2530.368145260577,6005.285714285715,2976.863032503463,5752.5,2806.158683245756,7319.0,5937.5,6110.0,5965.0,8193.0,0.0,8193.0,0.0,11040.0,0.0,11040.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
549,2015-09-07,0,,1.0,0,0,90.0,2015,9,3,37,0,7,0,0,0,0,0.0,14150.0,10860.0,14985.0,7663.0,0.0,1.0,9909.714285714286,4739.640482648648,8924.5,4169.363754265705,9434.52380952381,4453.998424102187,8921.57142857143,4248.537887308313,10935.0,9346.0,9819.0,9346.0,14150.0,0.0,14150.0,0.0,14985.0,0.0,14985.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
550,2015-09-07,0,,1.0,0,0,250.0,2015,9,3,37,0,7,0,0,0,0,0.0,7846.0,6048.0,9540.0,5589.0,0.0,1.0,6087.0,2746.362564071491,5728.642857142857,2526.987005145817,5894.238095238095,2698.4194059627184,5728.678571428572,2591.7913303861,7035.0,6611.5,6712.0,6219.5,7846.0,0.0,7846.0,0.0,9540.0,0.0,9540.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,0,0,1,1,0,0,0
551,2015-09-07,0,,1.0,0,0,1980.0,2015,9,3,37,0,7,0,0,0,0,0.0,6230.0,3320.0,7811.0,3281.0,0.0,1.0,3894.4285714285716,2098.82505679907,3212.5,1800.9537964431727,3638.285714285714,2347.0649148001244,3343.9285714285716,2158.7575289464694,4614.0,3271.5,3353.0,3216.5,6230.0,0.0,6230.0,0.0,9240.0,0.0,9240.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
552,2015-09-07,0,,1.0,0,0,16490.0,2015,9,3,37,0,7,0,0,0,0,0.0,15148.0,9759.0,14866.0,8738.0,0.0,1.0,9852.57142857143,4766.156203103393,8756.642857142857,4138.7791512277345,9211.666666666666,4387.232274832657,8654.67857142857,4176.018066634428,11225.0,8970.5,9759.0,8896.0,15148.0,0.0,15148.0,0.0,15148.0,0.0,15148.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,0,0,1,1,0,0,0
553,2015-09-07,0,,1.0,0,0,3100.0,2015,9,3,37,0,7,0,0,0,0,0.0,7692.0,5506.0,7020.0,4588.0,0.0,1.0,5821.428571428572,2618.138324404248,5209.214285714285,2347.612704874446,5230.857142857143,2315.122659508871,4946.642857142857,2254.159796075555,6567.0,5716.0,5926.0,5423.0,7692.0,0.0,7692.0,0.0,7692.0,0.0,7692.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,1,0,0,0,1,1,0,0,0
554,2015-09-07,0,,1.0,0,0,280.0,2015,9,3,37,0,7,0,0,0,0,0.0,12219.0,6829.0,13920.0,5378.0,0.0,1.0,8852.0,4249.5762926045545,7404.142857142857,3719.1151109896027,7896.142857142857,4092.086867182981,7284.035714285715,3870.486700012486,9898.0,7307.0,7931.0,7021.5,12581.0,0.0,12581.0,0.0,14220.0,0.0,14220.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
555,2015-09-07,0,,1.0,0,0,2640.0,2015,9,3,37,0,7,0,0,0,0,0.0,13333.0,9356.0,12837.0,8563.0,0.0,1.0,9370.42857142857,4718.14412162038,8271.285714285714,4073.6089920094464,8615.42857142857,4269.384833572965,8073.892857142857,4047.749226781478,11187.0,8813.5,9356.0,8456.0,13333.0,0.0,13333.0,0.0,14232.0,0.0,14232.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,1,0,0,0,1,1,0,0,0
556,2015-09-07,0,,1.0,0,0,90.0,2015,9,3,37,0,7,0,0,0,0,0.0,6016.0,5464.0,8479.0,4650.0,0.0,1.0,5304.857142857143,2566.2247516907937,4644.928571428572,2244.792690934895,4959.857142857143,2435.972994220467,4727.535714285715,2304.384845722556,5548.0,4902.5,5315.0,4807.5,7695.0,0.0,7695.0,0.0,8479.0,0.0,8479.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
557,2015-09-07,0,,1.0,0,0,7240.0,2015,9,3,37,0,7,0,0,0,0,0.0,8688.0,6322.0,11374.0,6060.0,0.0,1.0,5841.428571428572,2928.9253920817023,5288.071428571428,2562.5303739824076,5853.476190476191,3056.5762646962967,5623.571428571428,2868.908211853828,6988.0,5904.5,6322.0,5916.5,8688.0,0.0,8688.0,0.0,11374.0,0.0,11374.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
558,2015-09-07,0,,1.0,0,0,2110.0,2015,9,3,37,0,7,0,0,0,0,0.0,9811.0,6390.0,10941.0,6910.0,0.0,1.0,6818.714285714285,3192.110624351111,6159.357142857143,2824.578841503301,6661.952380952381,3081.3088205532154,6512.357142857143,2975.1207783050836,7652.0,6610.5,7166.0,7012.5,9811.0,0.0,9811.0,0.0,10941.0,0.0,10941.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,0,1,1,0,0,1,0,0,0
559,2015-09-07,0,,1.0,0,0,6420.0,2015,9,3,37,0,7,0,0,0,0,0.0,5648.0,3533.0,7930.0,4249.0,0.0,1.0,3915.714285714286,2140.231585155036,3573.3571428571427,1863.1808866783483,4077.9523809523807,2298.207638056024,3898.8571428571427,2129.8993145092777,4579.0,4162.0,4359.0,4186.0,6191.0,0.0,6191.0,0.0,8142.0,0.0,8142.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
560,2015-09-07,0,,1.0,0,1,470.0,2015,9,3,37,0,7,0,0,0,0,0.0,7972.0,6350.0,8137.0,5523.0,0.0,1.0,6618.714285714285,2991.8571553627417,6009.357142857143,2735.9247798685733,6208.380952380952,2843.9301938723897,5997.642857142857,2810.602218509021,7561.0,6830.5,6905.0,6724.0,8852.0,0.0,8852.0,0.0,10527.0,0.0,10527.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,1,0,1,0,0,1,0,0,0
561,2015-09-07,0,,1.0,0,0,5150.0,2015,9,3,37,0,7,0,0,0,0,0.0,8927.0,6172.0,13497.0,6165.0,0.0,1.0,6453.142857142857,2926.2520641354777,5600.857142857143,2646.231917772394,6205.047619047619,3443.718767207776,6014.214285714285,3198.519163811566,7024.0,6180.5,6303.0,6244.5,8927.0,0.0,8927.0,0.0,13497.0,0.0,13497.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,0,1,0,0,1,1,0,0,0
562,2015-09-07,0,,1.0,0,0,480.0,2015,9,3,37,0,7,0,0,0,0,0.0,9390.0,6325.0,11606.0,5769.0,0.0,1.0,6122.857142857143,3045.1064802713345,5353.5,2643.2231708217964,5811.714285714285,3094.852761325765,5502.142857142857,2891.703518359937,7421.0,5591.5,6191.0,5655.0,9390.0,0.0,9390.0,0.0,11606.0,0.0,11606.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
563,2015-09-07,0,,1.0,0,0,1090.0,2015,9,3,37,0,7,0,0,0,0,0.0,12831.0,6953.0,13796.0,5811.0,0.0,1.0,7634.857142857143,4094.903557210736,6537.5,3442.48639458794,7016.523809523809,3745.890276276757,6557.642857142857,3512.4260499850748,8549.0,6344.5,6953.0,6344.5,12831.0,0.0,12831.0,0.0,13796.0,0.0,13796.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,0,1,0,0,1,1,0,0,0
564,2015-09-07,0,,1.0,0,0,4820.0,2015,9,3,37,0,7,0,0,0,0,0.0,7613.0,5887.0,8405.0,4920.0,0.0,1.0,5648.142857142857,2607.3777010994163,5109.0,2327.3633149983266,5475.333333333333,2579.8740343926356,5101.214285714285,2466.9546582201883,6526.0,5629.0,5887.0,5193.0,7613.0,0.0,7613.0,0.0,8888.0,0.0,8888.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,0,0,1,1,0,0,0
565,2015-09-07,0,,1.0,0,0,70.0,2015,9,3,37,0,7,0,0,0,0,0.0,8293.0,7226.0,10330.0,5118.0,0.0,1.0,6091.285714285715,2804.297993811506,5691.5,2556.045465768738,6157.952380952381,2949.5100860344664,5955.785714285715,2904.621226752203,7026.0,6201.5,6742.0,6081.0,8293.0,0.0,8293.0,0.0,11071.0,0.0,11071.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
566,2015-09-07,0,,1.0,0,0,1480.0,2015,9,3,37,0,7,0,0,0,0,3264.0,6184.0,4845.0,6257.0,4060.0,0.0,1.0,4936.857142857143,957.866105565113,4521.142857142857,943.9786387041129,4725.238095238095,1176.0129635663845,4447.285714285715,1158.5215628723583,4846.0,4570.5,4730.0,4339.0,6184.0,3264.0,6184.0,2516.0,7372.0,2474.0,7372.0,2419.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,0,0,1,1,0,0,0
567,2015-09-07,0,,1.0,0,0,5460.0,2015,9,3,37,0,7,0,0,0,0,0.0,8955.0,6690.0,12011.0,5922.0,0.0,1.0,6119.571428571428,2970.277139546794,5567.214285714285,2626.3836259292834,6088.142857142857,3216.8147955036866,5812.357142857143,2998.3396542986393,6957.0,6242.5,6425.0,6052.5,8955.0,0.0,8955.0,0.0,12048.0,0.0,12048.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,0,0,1,1,0,0,0
568,2015-09-07,0,,1.0,0,0,22350.0,2015,9,3,37,0,7,0,0,0,0,0.0,9047.0,5922.0,8799.0,5084.0,0.0,1.0,5941.285714285715,3045.7770609094005,5251.571428571428,2632.779453040389,5549.666666666667,2798.4117876633763,5144.142857142857,2662.212414853282,7180.0,5647.5,6338.0,5301.5,9047.0,0.0,9047.0,0.0,9206.0,0.0,9206.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,0,0,1,1,0,0,0
569,2015-09-07,0,,1.0,0,0,580.0,2015,9,3,37,0,7,0,0,0,0,0.0,8215.0,6401.0,9883.0,5031.0,0.0,1.0,6030.857142857143,2760.7742530294786,5481.285714285715,2466.072225175131,5755.952380952381,2637.43520254414,5538.142857142857,2523.766038259691,6581.0,6054.5,6401.0,5986.0,8215.0,0.0,8215.0,0.0,9883.0,0.0,9883.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
570,2015-09-07,0,,1.0,0,0,2810.0,2015,9,3,37,0,7,0,0,0,0,0.0,11014.0,6575.0,12907.0,5263.0,0.0,1.0,7650.857142857143,3549.244399801711,6473.214285714285,3164.797506672703,6996.047619047619,3481.2416387862318,6511.642857142857,3327.3330129152955,8192.0,6976.0,7757.0,6914.0,11014.0,0.0,11014.0,0.0,12907.0,0.0,12907.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,0,1,1,0,0,1,0,0,0
571,2015-09-07,0,,1.0,0,0,2820.0,2015,9,3,37,0,7,0,0,0,0,0.0,13205.0,9654.0,13867.0,7881.0,0.0,1.0,8815.42857142857,4173.804294131948,8063.571428571428,3693.687374099549,8583.42857142857,4030.766162548115,8074.142857142857,3835.5914673961174,9823.0,8756.0,9131.0,8412.0,13205.0,0.0,13205.0,0.0,14066.0,0.0,14066.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
572,2015-09-07,0,,1.0,0,0,1340.0,2015,9,3,37,0,7,0,0,0,0,0.0,8353.0,5451.0,9642.0,4957.0,0.0,1.0,5585.428571428572,2668.377338205303,4960.857142857143,2329.131989427783,5315.857142857143,2562.452210007326,5056.5,2469.2791795717767,5745.0,5292.0,5451.0,5292.0,8353.0,0.0,8353.0,0.0,9642.0,0.0,9642.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,0,1,1,0,0,1,0,0,0
573,2015-09-07,0,,1.0,0,0,6860.0,2015,9,3,37,0,7,0,0,0,0,0.0,8758.0,5104.0,11028.0,4729.0,0.0,1.0,6387.428571428572,2915.459361012306,5438.714285714285,2616.4785327015225,5768.238095238095,3011.054664146134,5416.321428571428,2839.5410303828176,7032.0,5972.0,6118.0,5415.0,8758.0,0.0,8758.0,0.0,11136.0,0.0,11136.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,0,1,0,0,1,1,0,0,0
574,2015-09-07,0,,1.0,0,0,18020.0,2015,9,3,37,0,7,0,0,0,0,0.0,10438.0,6703.0,9513.0,5565.0,0.0,1.0,6978.571428571428,3302.2101617524213,6233.071428571428,2906.4112013664844,6460.952380952381,2936.5353646123604,6152.821428571428,2818.6277992375867,7766.0,6733.5,6952.0,6636.5,10438.0,0.0,10438.0,0.0,10438.0,0.0,10438.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,0,1,0,0,1,1,0,0,0
575,2015-09-07,0,,1.0,0,0,1670.0,2015,9,3,37,0,7,0,0,0,0,0.0,8964.0,6432.0,9053.0,5783.0,0.0,1.0,6303.0,3047.705366337107,5804.285714285715,2679.4406542747347,6214.047619047619,2871.4507391942225,5904.107142857143,2749.528812687538,6952.0,6271.0,6432.0,6258.5,9037.0,0.0,9037.0,0.0,9504.0,0.0,9504.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,1,0,1,0,0,1,0,0,0
576,2015-09-07,0,,1.0,0,0,12480.0,2015,9,3,37,0,7,0,0,0,0,0.0,5506.0,4372.0,5960.0,3664.0,0.0,1.0,4144.0,1966.5120560694934,3774.0714285714284,1769.939610629336,4023.5714285714284,1910.3705549298172,3782.9285714285716,1819.9541900740946,5116.0,4260.5,4383.0,4124.5,5506.0,0.0,5506.0,0.0,6205.0,0.0,6205.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,0,0,1,1,0,0,0
577,2015-09-07,0,,1.0,0,0,2220.0,2015,9,3,37,0,7,0,0,0,0,0.0,6316.0,3975.0,6613.0,3940.0,0.0,1.0,4120.285714285715,2114.1608039035027,3648.4285714285716,1821.5410514720227,3922.285714285714,2034.2965158220459,3686.75,1912.6745792989188,4929.0,3923.0,4051.0,3871.5,6316.0,0.0,6316.0,0.0,7369.0,0.0,7369.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
578,2015-09-07,0,,1.0,0,1,460.0,2015,9,3,37,0,7,0,0,0,0,0.0,9033.0,5981.0,10751.0,6321.0,0.0,1.0,7082.571428571428,3198.664453442137,6324.214285714285,2921.0785726290433,6616.857142857143,3196.1107660047437,6357.357142857143,3052.1159049673224,7950.0,7192.0,7047.0,6645.5,9215.0,0.0,9215.0,0.0,12003.0,0.0,12003.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
579,2015-09-07,0,,1.0,0,1,1430.0,2015,9,3,37,0,7,0,0,0,0,12268.0,8388.0,7913.0,8593.0,7439.0,0.0,1.0,8701.285714285714,1741.481908632771,8515.42857142857,1607.934734337843,8690.52380952381,1498.943481891416,8470.857142857143,1581.8055954506362,8388.0,7996.5,8388.0,8085.0,12268.0,6639.0,12268.0,6639.0,12268.0,6639.0,12268.0,6201.0,0.7142857142857143,0.35714285714285715,0,0,0,0,1,0,0,0,1,0,1,0,0,0
580,2015-09-07,0,,1.0,0,1,8460.0,2015,9,3,37,0,7,0,0,0,0,0.0,9271.0,5208.0,9655.0,5174.0,0.0,1.0,5524.428571428572,2950.3778773315835,4801.571428571428,2507.0863172610952,5190.047619047619,2706.642947937361,4856.821428571428,2546.3556391449506,5842.0,5125.0,5665.0,5076.5,9271.0,0.0,9271.0,0.0,9655.0,0.0,9655.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
581,2015-09-07,0,,1.0,0,0,710.0,2015,9,3,37,0,7,0,0,0,0,0.0,11469.0,7549.0,15619.0,6691.0,0.0,1.0,7620.571428571428,3579.051031448739,6647.857142857143,3166.033307010351,7339.333333333333,4031.714440946101,6999.428571428572,3747.949656057112,8555.0,7445.5,7386.0,7319.0,11469.0,0.0,11469.0,0.0,15619.0,0.0,15619.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,0,1,0,0,1,1,0,0,0
582,2015-09-07,0,,1.0,0,0,390.0,2015,9,3,37,0,7,0,0,0,0,0.0,8919.0,6993.0,11827.0,4622.0,0.0,1.0,6162.285714285715,2953.9296264628983,5552.571428571428,2618.727603958889,6136.0952380952385,3251.210373149697,5758.678571428572,3050.0421375786414,6808.0,6041.0,6121.0,6041.0,8919.0,0.0,8919.0,0.0,12439.0,0.0,12439.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
583,2015-09-07,0,,1.0,0,0,1690.0,2015,9,3,37,0,7,0,0,0,0,0.0,7352.0,4417.0,7654.0,3994.0,0.0,1.0,4795.428571428572,2287.3545022684216,4214.071428571428,2015.5933069746186,4535.142857142857,2164.536677575926,4273.857142857143,2064.4120446139354,5242.0,4513.0,4830.0,4564.0,7352.0,0.0,7352.0,0.0,7654.0,0.0,7654.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,0,1,0,0,1,1,0,0,0
584,2015-09-07,0,,1.0,0,0,2330.0,2015,9,3,37,0,7,0,0,0,0,0.0,3715.0,3921.0,6030.0,2822.0,0.0,1.0,2735.1428571428573,1471.0289401834157,2583.0,1331.2701280529634,2844.0,1632.252217030199,2708.214285714286,1515.1691106481921,3598.0,2854.0,3018.0,2856.0,4012.0,0.0,4012.0,0.0,6030.0,0.0,6030.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
585,2015-09-07,0,,1.0,0,0,8990.0,2015,9,3,37,0,7,0,0,0,0,0.0,10035.0,5668.0,9160.0,5033.0,0.0,1.0,6968.571428571428,3391.9360183206513,5946.142857142857,2945.135594557519,6303.714285714285,3011.5876899545387,5844.178571428572,2880.3080989208415,7216.0,6184.0,6710.0,6184.0,10239.0,0.0,10239.0,0.0,10239.0,0.0,10239.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,0,1,1,0,0,1,0,0,0
586,2015-09-07,0,,1.0,0,0,9430.0,2015,9,3,37,0,7,0,0,0,0,0.0,8965.0,6282.0,8602.0,6302.0,0.0,1.0,6084.857142857143,2856.2129022286035,5417.357142857143,2521.814231160479,5754.0952380952385,2722.1970337351027,5491.642857142857,2592.7821495706644,6798.0,5938.0,6282.0,5874.0,8965.0,0.0,8965.0,0.0,9176.0,0.0,9176.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,0,1,0,0,1,1,0,0,0
587,2015-09-07,0,,1.0,0,0,260.0,2015,9,3,37,0,7,0,0,0,0,0.0,9988.0,6224.0,11315.0,5795.0,0.0,1.0,6309.714285714285,3283.8530069764956,5414.571428571428,2793.341167691637,5889.571428571428,3163.9982391181666,5578.785714285715,2945.1035743233315,7373.0,5414.5,6213.0,5563.5,9988.0,0.0,9988.0,0.0,11315.0,0.0,11315.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,0,0,1,0,1,0,0,1,0,0,0
588,2015-09-07,0,,1.0,0,1,270.0,2015,9,3,37,0,7,0,0,0,0,0.0,12139.0,7475.0,13436.0,7521.0,0.0,1.0,8426.57142857143,3955.957821528724,7464.214285714285,3498.5559697718677,7761.619047619048,3707.22964592417,7405.928571428572,3521.1583944993786,9207.0,8155.0,8209.0,7791.0,12139.0,0.0,12139.0,0.0,13436.0,0.0,13436.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,1,0,0,1,0,0,0
589,2015-09-07,0,,1.0,0,0,110.0,2015,9,3,37,0,7,0,0,0,0,0.0,11115.0,5092.0,11773.0,6065.0,0.0,1.0,7885.142857142857,3896.210527703871,6850.214285714285,3413.503956089953,7212.047619047619,3658.9497328631137,6614.0,3472.3885577936544,8953.0,7263.0,7625.0,6536.0,11115.0,0.0,11115.0,0.0,11773.0,0.0,11773.0,0.0,0.7142857142857143,0.35714285714285715,0,0,0,1,0,0,0,0,0,1,1,0,0,0
