unique_id,forecast_week,sales_prediction,store_type
store_256,2,40684.345,a
store_256,3,39488.49,a
store_256,4,30365.71,a
store_256,5,36547.245,a
store_256,6,29238.455,a
store_257,1,24635.915,a
store_257,2,35303.215,a
store_257,3,33507.875,a
store_257,4,25045.845,a
store_257,5,33134.295,a
store_257,6,24941.485,a
store_258,1,44963.815,c
store_258,2,58657.785,c
store_258,3,57624.6,c
store_258,4,46031.475,c
store_258,5,56046.99,c
store_258,6,43407.75,c
store_259,1,23019.65,a
store_259,2,29177.155,a
store_259,3,28304.26,a
store_259,4,22464.625,a
store_259,5,27290.355,a
store_259,6,22437.595,a
store_26,1,45982.96,a
store_26,2,60794.825,a
store_26,3,57834.335,a
store_26,4,44975.5,a
store_26,5,57262.0,a
store_26,6,43421.06,a
store_260,1,36840.17,d
store_260,2,49203.515,d
store_260,3,48014.665,d
store_260,4,37222.375,d
store_260,5,47580.3,d
store_260,6,36315.445,d
store_261,1,15714.95,d
store_261,2,22328.98,d
store_261,3,21399.935,d
store_261,4,17046.735,d
store_261,5,21120.68,d
store_261,6,17645.66,d
store_262,1,23403.35,a
store_262,2,32431.07,a
store_262,3,32229.43,a
store_262,4,24159.805,a
store_262,5,32471.905,a
store_262,6,24566.575,a
store_263,1,48307.31,d
store_263,2,64943.409999999996,d
store_263,3,63243.03,d
store_263,4,48857.125,d
store_263,5,61507.595,d
store_263,6,47529.455,d
store_264,1,59345.805,a
store_264,2,75943.11,a
store_264,3,74548.52,a
store_264,4,61627.065,a
store_264,5,73011.755,a
store_264,6,61349.965,a
store_265,1,34503.995,a
store_265,2,50230.93,a
store_265,3,48648.385,a
store_265,4,41525.81,a
store_265,5,51025.94,a
store_265,6,41943.475,a
store_266,1,15185.665,a
store_266,2,20099.255,a
store_266,3,20173.99,a
store_266,4,16171.375,a
store_266,5,20000.85,a
store_266,6,16045.975,a
store_267,1,27485.435,d
store_267,2,39758.935,d
store_267,3,38033.685,d
store_267,4,29089.67,d
store_267,5,38863.020000000004,d
store_267,6,29619.36,d
store_268,1,33975.215,d
store_268,2,46045.95,d
store_268,3,45463.545,d
store_268,4,34828.475,d
store_268,5,45561.285,d
store_268,6,35345.67,d
store_269,1,21950.8,c
store_269,2,31657.105,c
store_269,3,30879.45,c
store_269,4,24331.885000000002,c
store_269,5,31540.405,c
store_269,6,24769.465,c
store_27,1,28550.5,d
store_27,2,38636.15,d
store_27,3,36273.159999999996,d
store_27,4,26586.965,d
store_27,5,33640.005000000005,d
store_27,6,24666.5,d
store_270,1,47739.91,a
store_270,2,61876.3,a
store_270,3,63654.840000000004,a
store_270,4,51803.72,a
store_270,5,67153.26,a
store_270,6,55200.615,a
store_271,1,19982.575,a
store_271,2,28131.01,a
store_271,3,27673.155,a
store_271,4,20230.760000000002,a
store_271,5,25773.129999999997,a
store_271,6,19184.065000000002,a
store_272,1,29382.93,a
store_272,2,38380.979999999996,a
store_272,3,37518.595,a
store_272,4,30129.8,a
store_272,5,39519.475,a
store_272,6,31740.079999999998,a
store_273,1,38636.095,a
store_273,2,51259.21,a
store_273,3,49713.335,a
store_273,4,37622.4,a
store_273,5,46296.805,a
store_273,6,36641.285,a
store_274,1,51803.985,a
store_274,2,72213.085,a
store_274,3,66872.80500000001,a
store_274,4,54369.815,a
store_274,5,66755.27,a
store_274,6,52949.23,a
store_275,1,43662.75,c
store_275,2,60090.26,c
store_275,3,57355.715,c
store_275,4,46909.705,c
store_275,5,57704.75,c
store_275,6,46843.595,c
store_276,1,27289.835,a
store_276,2,36265.445,a
store_276,3,34493.655,a
store_276,4,27321.13,a
store_276,5,34661.57,a
store_276,6,27660.965,a
store_277,1,21720.71,a
store_277,2,33125.995,a
store_277,3,30784.525,a
store_277,4,23535.15,a
store_277,5,30359.875,a
store_277,6,23545.76,a
store_278,1,70654.375,a
store_278,2,85789.315,a
store_278,3,86151.455,a
store_278,4,76239.695,a
store_278,5,83078.95,a
store_278,6,66942.695,a
store_279,1,41345.46,d
store_279,2,52644.625,d
store_279,3,51320.265,d
store_279,4,40407.43,d
store_279,5,49640.985,d
store_279,6,40272.64,d
store_28,1,26783.199999999997,d
store_28,2,38112.965,d
store_28,3,36275.455,d
store_28,4,28955.73,d
store_28,5,36282.270000000004,d
store_28,6,28671.99,d
store_280,1,28978.920000000002,a
store_280,2,41242.99,a
store_280,3,39893.215000000004,a
store_280,4,30621.065,a
store_280,5,39459.45,a
store_280,6,30458.004999999997,a
store_281,1,38111.28,c
store_281,2,52120.09,c
store_281,3,50127.21,c
store_281,4,39432.755000000005,c
store_281,5,50601.425,c
store_281,6,41215.4,c
store_282,1,42851.354999999996,a
store_282,2,64034.835,a
store_282,3,62378.759999999995,a
store_282,4,46481.875,a
store_282,5,59205.935,a
store_282,6,45253.355,a
store_283,1,23685.04,d
store_283,2,34066.4,d
store_283,3,33421.445,d
store_283,4,26946.265,d
store_283,5,36947.285,d
store_283,6,29151.515,d
store_284,1,30990.64,a
store_284,2,43206.54,a
store_284,3,41544.925,a
store_284,4,32550.575,a
store_284,5,41152.47,a
store_284,6,32636.34,a
store_285,1,39948.52,d
store_285,2,57116.785,d
store_285,3,55258.085,d
store_285,4,43407.99,d
store_285,5,56708.23,d
store_285,6,44953.85,d
store_286,1,34791.24,a
store_286,2,46764.695,a
store_286,3,44870.51,a
store_286,4,33991.655,a
store_286,5,42232.375,a
store_286,6,32935.3,a
store_287,1,66379.69,a
store_287,2,85731.85,a
store_287,3,82537.905,a
store_287,4,65674.6,a
store_287,5,80055.19,a
store_287,6,64530.085,a
store_288,1,30110.89,c
store_288,2,40111.185,c
store_288,3,40137.425,c
store_288,4,32264.815000000002,c
store_288,5,39992.155,c
store_288,6,34997.8,c
store_289,1,57130.31,a
store_289,2,77937.195,a
store_289,3,71970.805,a
store_289,4,58521.255000000005,a
store_289,5,69960.225,a
store_289,6,56995.325,a
store_29,1,36012.92,a
store_29,2,48029.145000000004,a
store_29,3,48294.08,a
store_29,4,36657.41,a
store_29,5,46491.61,a
store_29,6,36495.08,a
store_290,1,27954.775,c
store_290,2,39581.09,c
store_290,3,39042.909999999996,c
store_290,4,30895.184999999998,c
store_290,5,41324.415,c
store_290,6,31892.48,c
store_291,1,15763.51,a
store_291,2,23465.454999999998,a
store_291,3,22894.14,a
store_291,4,17576.63,a
store_291,5,22841.32,a
store_291,6,17517.685,a
store_292,1,30233.28,a
store_292,2,42132.005,a
store_292,3,41533.32,a
store_292,4,31687.405,a
store_292,5,40805.485,a
store_292,6,31566.935,a
store_293,1,30071.68,c
store_293,2,41767.36,c
store_293,3,40416.565,c
store_293,4,32868.11,c
store_293,5,41531.895000000004,c
store_293,6,33642.295,c
store_294,1,38499.6,a
store_294,2,50632.83,a
store_294,3,50117.345,a
store_294,4,39524.225,a
store_294,5,49976.425,a
store_294,6,39881.354999999996,a
store_295,1,20788.325,a
store_295,2,28676.435,a
store_295,3,28153.32,a
store_295,4,21716.625,a
store_295,5,27444.98,a
store_295,6,21239.435,a
store_296,1,34810.655,d
store_296,2,45986.205,d
store_296,3,45560.91,d
store_296,4,34747.565,d
store_296,5,45649.275,d
store_296,6,34128.975,d
store_297,1,19826.91,a
store_297,2,27874.225,a
store_297,3,27586.3,a
store_297,4,22913.905,a
store_297,5,29096.114999999998,a
store_297,6,24686.27,a
store_298,1,34746.805,d
store_298,2,47610.77,d
store_298,3,46244.475,d
store_298,4,36072.31,d
store_298,5,46413.520000000004,d
store_298,6,36583.21,d
store_299,1,40428.275,d
store_299,2,55973.885,d
store_299,3,53684.755000000005,d
store_299,4,39282.61,d
store_299,5,51897.41499999999,d
store_299,6,38299.38,d
store_3,1,48112.67,a
store_3,2,65337.575,a
store_3,3,63526.585,a
store_3,4,50318.485,a
store_3,5,63797.975,a
store_3,6,49512.31,a
store_30,1,16353.54,a
store_30,2,22068.510000000002,a
store_30,3,21389.13,a
store_30,4,17402.875,a
store_30,5,20497.725,a
store_30,6,16929.575,a
store_300,1,26568.67,d
store_300,2,38072.505000000005,d
store_300,3,37450.33,d
store_300,4,30729.595,d
store_300,5,38908.305,d
store_300,6,31538.565000000002,d
store_301,1,41682.64,a
store_301,2,55012.15,a
store_301,3,53257.185,a
store_301,4,42410.02,a
store_301,5,50101.435,a
store_301,6,39202.44,a
store_302,1,28039.66,c
store_302,2,39279.81,c
store_302,3,38474.905,c
store_302,4,29989.025,c
store_302,5,40769.69,c
store_302,6,31856.345,c
store_303,1,49595.375,a
store_303,2,67671.125,a
store_303,3,64924.845,a
store_303,4,51873.595,a
store_303,5,62641.535,a
store_303,6,49165.525,a
store_304,1,34342.085,c
store_304,2,47041.45,c
store_304,3,46614.575,c
store_304,4,36893.52,c
store_304,5,47567.705,c
store_304,6,38398.965,c
store_305,1,23289.005,a
store_305,2,32639.825,a
store_305,3,31089.44,a
store_305,4,23641.260000000002,a
store_305,5,31249.96,a
store_305,6,23980.16,a
store_306,1,32685.175,a
store_306,2,44793.85,a
store_306,3,43591.020000000004,a
store_306,4,32338.28,a
store_306,5,39914.645,a
store_306,6,30079.445,a
store_307,1,39483.085,a
store_307,2,52596.119999999995,a
store_307,3,50689.75,a
store_307,4,39013.295,a
store_307,5,49620.54,a
store_307,6,40571.68,a
store_308,1,34747.33,a
store_308,2,48908.5,a
store_308,3,46051.29,a
store_308,4,36387.19,a
store_308,5,46425.565,a
store_308,6,37225.92,a
store_309,1,27727.699999999997,a
store_309,2,40623.61,a
store_309,3,39014.9,a
store_309,4,29319.274999999998,a
store_309,5,38017.635,a
store_309,6,29182.135,a
store_31,1,39179.505000000005,d
store_31,2,52783.04,d
store_31,3,51638.24,d
store_31,4,42589.13,d
store_31,5,55251.5,d
store_31,6,45346.935,d
store_310,1,37271.1,a
store_310,2,48255.56,a
store_310,3,45956.825,a
store_310,4,34199.35,a
store_310,5,41470.08,a
store_310,6,31377.2,a
store_311,1,29490.67,a
store_311,2,36288.705,a
store_311,3,35805.725,a
store_311,4,30346.655,a
store_311,5,34894.13,a
store_311,6,29087.505,a
store_312,1,42669.635,d
store_312,2,55789.085,d
store_312,3,53007.615000000005,d
store_312,4,40443.795,d
store_312,5,51500.409999999996,d
store_312,6,40190.89,d
store_313,1,26366.68,a
store_313,2,38571.495,a
store_313,3,37380.92,a
store_313,4,28181.75,a
store_313,5,36332.29,a
store_313,6,27277.235,a
store_314,1,31357.809999999998,a
store_314,2,48335.15,a
store_314,3,44944.105,a
store_314,4,35809.365,a
store_314,5,46739.565,a
store_314,6,37698.82,a
store_315,1,25584.145,c
store_315,2,35485.88,c
store_315,3,35431.91,c
store_315,4,27711.005,c
store_315,5,36182.854999999996,c
store_315,6,28770.19,c
store_316,1,23516.22,a
store_316,2,31138.295,a
store_316,3,31062.7,a
store_316,4,25754.07,a
store_316,5,33254.95,a
store_316,6,27565.285,a
store_317,1,26540.285,d
store_317,2,36490.87,d
store_317,3,35175.915,d
store_317,4,27986.420000000002,d
store_317,5,34828.625,d
store_317,6,28086.88,d
store_318,1,46799.325,a
store_318,2,60967.51,a
store_318,3,59778.245,a
store_318,4,49246.28,a
store_318,5,58937.43,a
store_318,6,45854.965,a
store_319,1,49871.035,d
store_319,2,63418.134999999995,d
store_319,3,62341.92,d
store_319,4,48208.66,d
store_319,5,60553.17,d
store_319,6,47228.64,d
store_32,1,22322.095,d
store_32,2,33652.685,d
store_32,3,32416.464999999997,d
store_32,4,25385.075,d
store_32,5,35651.105,d
store_32,6,26600.345,d
store_320,1,48659.06,a
store_320,2,66121.065,a
store_320,3,61772.63,a
store_320,4,48526.1,a
store_320,5,60824.09,a
store_320,6,46894.265,a
store_321,1,42308.085,d
store_321,2,59173.33,d
store_321,3,56446.46,d
store_321,4,43890.659999999996,d
store_321,5,56945.770000000004,d
store_321,6,44564.700000000004,d
store_322,1,55418.255,a
store_322,2,68184.445,a
store_322,3,67729.625,a
store_322,4,63429.384999999995,a
store_322,5,73007.74,a
store_322,6,58917.81,a
store_323,1,27547.88,a
store_323,2,35536.84,a
store_323,3,36517.99,a
store_323,4,29247.02,a
store_323,5,37297.895,a
store_323,6,30831.64,a
store_324,1,51835.29,a
store_324,2,64005.965,a
store_324,3,63098.98,a
store_324,4,51511.369999999995,a
store_324,5,59698.755000000005,a
store_324,6,48078.295,a
store_325,1,53708.84,a
store_325,2,72861.235,a
store_325,3,69361.54,a
store_325,4,55496.635,a
store_325,5,69098.825,a
store_325,6,54440.565,a
store_326,1,39160.405,a
store_326,2,51810.3,a
store_326,3,49357.69,a
store_326,4,37065.6,a
store_326,5,46248.825,a
store_326,6,34993.47,a
store_327,1,37175.275,a
store_327,2,50312.675,a
store_327,3,47613.9,a
store_327,4,35573.81,a
store_327,5,44243.32,a
store_327,6,33482.39,a
store_328,1,28130.79,a
store_328,2,39897.385,a
store_328,3,37863.815,a
store_328,4,28055.1,a
store_328,5,36906.770000000004,a
store_328,6,27927.2,a
store_329,1,21191.614999999998,a
store_329,2,30302.29,a
store_329,3,29559.09,a
store_329,4,23099.205,a
store_329,5,29991.915,a
store_329,6,23434.405000000002,a
store_33,1,28024.395,a
store_33,2,39154.945,a
store_33,3,38032.125,a
store_33,4,30069.055,a
store_33,5,38958.22,a
store_33,6,32579.7,a
store_330,1,32295.31,a
store_330,2,50020.055,a
store_330,3,45602.875,a
store_330,4,34738.61,a
store_330,5,45647.494999999995,a
store_330,6,34907.275,a
store_331,1,11629.92,c
store_331,2,20929.91,c
store_331,3,19948.239999999998,c
store_331,4,12663.755000000001,c
store_331,5,20611.28,c
store_331,6,11879.015,c
store_332,1,48330.385,a
store_332,2,65102.25,a
store_332,3,58395.020000000004,a
store_332,4,45052.895,a
store_332,5,54145.71,a
store_332,6,42850.49,a
store_333,1,25338.165,d
store_333,2,35608.71,d
store_333,3,34485.625,d
store_333,4,27389.75,d
store_333,5,36317.51,d
store_333,6,28972.9,d
store_334,1,24429.56,a
store_334,2,31384.885,a
store_334,3,31170.575,a
store_334,4,24756.15,a
store_334,5,31190.745,a
store_334,6,24878.47,a
store_335,1,22662.15,d
store_335,2,31319.95,d
store_335,3,29930.32,d
store_335,4,23851.059999999998,d
store_335,5,30981.285,d
store_335,6,23271.825,d
store_336,1,35278.625,a
store_336,2,50837.94,a
store_336,3,48534.17,a
store_336,4,39849.565,a
store_336,5,50459.545,a
store_336,6,40702.5,a
store_337,1,33527.835,a
store_337,2,50202.805,a
store_337,3,46716.555,a
store_337,4,34549.195,a
store_337,5,45853.395,a
store_337,6,35140.325,a
store_338,1,37161.13,c
store_338,2,47593.715,c
store_338,3,47532.145,c
store_338,4,38153.565,c
store_338,5,48944.06,c
store_338,6,40526.665,c
store_339,1,29751.94,c
store_339,2,42493.729999999996,c
store_339,3,41112.365,c
store_339,4,32708.785,c
store_339,5,43767.645,c
store_339,6,36347.435,c
store_34,1,42497.405,d
store_34,2,56772.855,d
store_34,3,55082.51,d
store_34,4,44825.36,d
store_34,5,56854.335,d
store_34,6,45590.87,d
store_340,1,19882.125,a
store_340,2,27978.35,a
store_340,3,28338.595,a
store_340,4,22081.185,a
store_340,5,29984.02,a
store_340,6,23056.685,a
store_341,1,17232.045,a
store_341,2,23228.725,a
store_341,3,24196.15,a
store_341,4,19281.015,a
store_341,5,24668.445,a
store_341,6,19922.235,a
store_342,1,31418.305,d
store_342,2,40994.935,d
store_342,3,37545.715,d
store_342,4,28755.725,d
store_342,5,35128.29,d
store_342,6,27240.75,d
store_343,1,113694.025,b
store_343,2,131831.685,b
store_343,3,126726.65000000001,b
store_343,4,117121.65,b
store_343,5,127867.485,b
store_343,6,98988.68,b
store_344,1,20258.885,a
store_344,2,25563.375,a
store_344,3,24446.045,a
store_344,4,19450.685,a
store_344,5,23264.57,a
store_344,6,18659.77,a
store_345,1,30982.255,d
store_345,2,41935.49,d
store_345,3,41116.97,d
store_345,4,32648.525,d
store_345,5,41292.075,d
store_345,6,34440.22,d
store_346,1,29767.23,a
store_346,2,41586.885,a
store_346,3,39303.26,a
store_346,4,29924.12,a
store_346,5,37598.095,a
store_346,6,28168.77,a
store_347,1,27571.69,a
store_347,2,40938.575,a
store_347,3,39361.505,a
store_347,4,30171.815,a
store_347,5,39562.090000000004,a
store_347,6,31422.89,a
store_348,1,22576.815,c
store_348,2,31297.465,c
store_348,3,30087.920000000002,c
store_348,4,23061.855,c
store_348,5,28780.715,c
store_348,6,22615.305,c
store_349,1,27210.37,d
store_349,2,36007.41,d
store_349,3,34452.94,d
store_349,4,27929.15,d
store_349,5,36606.87,d
store_349,6,30354.525,d
store_35,1,27524.71,a
store_35,2,39999.38,a
store_35,3,38467.745,a
store_35,4,31566.52,a
store_35,5,41979.09,a
store_35,6,35407.825,a
store_350,1,19117.8,a
store_350,2,27470.29,a
store_350,3,27693.435,a
store_350,4,21264.685,a
store_350,5,28416.84,a
store_350,6,21404.25,a
store_351,1,32918.335,d
store_351,2,43573.295,d
store_351,3,42573.49,d
store_351,4,32605.745,d
store_351,5,41530.915,d
store_351,6,32060.925,d
store_352,1,44274.07,d
store_352,2,61661.49,d
store_352,3,58068.72,d
store_352,4,44843.725,d
store_352,5,58494.435,d
store_352,6,43887.52,d
store_353,1,24152.635,a
store_353,2,34692.175,a
store_353,3,34683.75,a
store_353,4,28258.15,a
store_353,5,36170.36,a
store_353,6,29509.675,a
store_354,1,65195.15,d
store_354,2,87369.705,d
store_354,3,81870.33499999999,d
store_354,4,71645.79,d
store_354,5,81468.525,d
store_354,6,66309.66,d
store_355,1,36102.48,c
store_355,2,52284.31,c
store_355,3,52019.1,c
store_355,4,39932.715000000004,c
store_355,5,51232.265,c
store_355,6,41517.0,c
store_356,1,50935.895,a
store_356,2,63237.145000000004,a
store_356,3,63397.08,a
store_356,4,52045.255,a
store_356,5,62518.06,a
store_356,6,51212.12,a
store_357,1,23216.855,a
store_357,2,35616.985,a
store_357,3,33477.645,a
store_357,4,24497.385,a
store_357,5,32262.395,a
store_357,6,23498.87,a
store_358,1,28600.645,a
store_358,2,39664.590000000004,a
store_358,3,38443.21,a
store_358,4,28734.5,a
store_358,5,37268.33,a
store_358,6,27949.684999999998,a
store_359,1,24350.045,d
store_359,2,34360.515,d
store_359,3,34134.675,d
store_359,4,25620.59,d
store_359,5,34203.425,d
store_359,6,25622.29,d
store_36,1,31601.825,a
store_36,2,42314.645,a
store_36,3,40956.665,a
store_36,4,30882.035,a
store_36,5,38440.265,a
store_36,6,30024.7,a
store_360,1,25366.215,d
store_360,2,37617.115,d
store_360,3,35079.020000000004,d
store_360,4,27264.89,d
store_360,5,34310.655,d
store_360,6,26840.785,d
store_361,1,80356.07,a
store_361,2,103242.24,a
store_361,3,105343.79000000001,a
store_361,4,87763.23999999999,a
store_361,5,106717.595,a
store_361,6,88958.305,a
store_362,1,34012.37,d
store_362,2,46419.28,d
store_362,3,44945.66,d
store_362,4,34732.885,d
store_362,5,46744.17,d
store_362,6,36418.135,d
store_363,1,25099.135,a
store_363,2,37034.73,a
store_363,3,36462.46,a
store_363,4,28585.42,a
store_363,5,38319.56,a
store_363,6,30772.125,a
store_364,1,26644.495,d
store_364,2,34464.56,d
store_364,3,34767.65,d
store_364,4,28079.385,d
store_364,5,36678.534999999996,d
store_364,6,29364.08,d
store_365,1,28162.47,a
store_365,2,37040.22,a
store_365,3,36683.39,a
store_365,4,28876.91,a
store_365,5,36246.64,a
store_365,6,29103.125,a
store_366,1,21067.575,a
store_366,2,27445.795,a
store_366,3,25930.01,a
store_366,4,20462.62,a
store_366,5,24965.98,a
store_366,6,20378.68,a
store_367,1,51523.395,a
store_367,2,66037.11499999999,a
store_367,3,67003.315,a
store_367,4,55004.255,a
store_367,5,65086.255000000005,a
store_367,6,54214.255000000005,a
store_368,1,26422.245,a
store_368,2,35640.075,a
store_368,3,35504.854999999996,a
store_368,4,28968.350000000002,a
store_368,5,36291.61,a
store_368,6,27921.565000000002,a
store_369,1,38036.275,d
store_369,2,53935.22,d
store_369,3,52326.575,d
store_369,4,40686.245,d
store_369,5,53951.705,d
store_369,6,43800.335,d
store_37,1,34731.73,c
store_37,2,49506.655,c
store_37,3,46477.245,c
store_37,4,35674.47,c
store_37,5,46422.9,c
store_37,6,35759.59,c
store_370,1,23889.82,d
store_370,2,32656.004999999997,d
store_370,3,32025.83,d
store_370,4,24561.345,d
store_370,5,31449.54,d
store_370,6,24466.934999999998,d
store_371,1,30910.94,a
store_371,2,42318.0,a
store_371,3,41461.665,a
store_371,4,30682.760000000002,a
store_371,5,40514.67,a
store_371,6,30413.39,a
store_372,1,38013.425,a
store_372,2,52685.79,a
store_372,3,51009.835,a
store_372,4,41399.87,a
store_372,5,52869.385,a
store_372,6,42698.685,a
store_373,1,35559.69,d
store_373,2,50071.635,d
store_373,3,48492.59,d
store_373,4,37184.1,d
store_373,5,47784.075,d
store_373,6,36857.985,d
store_374,1,19194.195,a
store_374,2,27429.09,a
store_374,3,26829.615,a
store_374,4,21165.105,a
store_374,5,27321.670000000002,a
store_374,6,21223.705,a
store_375,1,45270.53,d
store_375,2,62111.135,d
store_375,3,61750.3,d
store_375,4,47069.53,d
store_375,5,59938.095,d
store_375,6,46097.94,d
store_376,1,38114.35,a
store_376,2,51909.0,a
store_376,3,49386.91,a
store_376,4,37759.04,a
store_376,5,47221.5,a
store_376,6,35780.655,a
store_377,1,40297.615,d
store_377,2,54973.3,d
store_377,3,52689.665,d
store_377,4,43710.41,d
store_377,5,54130.25,d
store_377,6,44379.7,d
store_378,1,28169.605,a
store_378,2,40101.395000000004,a
store_378,3,37472.83,a
store_378,4,28719.94,a
store_378,5,36149.725,a
store_378,6,27953.64,a
store_379,1,22456.695,a
store_379,2,30009.9,a
store_379,3,28972.59,a
store_379,4,23488.32,a
store_379,5,29885.63,a
store_379,6,23522.26,a
store_38,1,52835.525,d
store_38,2,74865.21,d
store_38,3,69638.435,d
store_38,4,54234.49,d
store_38,5,70190.20999999999,d
store_38,6,54384.215,d
store_380,1,30275.565,a
store_380,2,41452.03,a
store_380,3,39218.38,a
store_380,4,30182.755,a
store_380,5,37397.56,a
store_380,6,28759.805,a
store_381,1,33180.405,a
store_381,2,43539.735,a
store_381,3,43045.32,a
store_381,4,32790.185,a
store_381,5,42522.79,a
store_381,6,32474.449999999997,a
store_382,1,29500.09,a
store_382,2,39678.89,a
store_382,3,38707.409999999996,a
store_382,4,28814.385,a
store_382,5,36849.015,a
store_382,6,28373.765,a
store_383,1,35075.37,c
store_383,2,49235.745,c
store_383,3,48057.09,c
store_383,4,38792.275,c
store_383,5,50744.0,c
store_383,6,40747.625,c
store_384,1,29259.445,a
store_384,2,42684.98,a
store_384,3,39927.045,a
store_384,4,30276.905,a
store_384,5,39538.86,a
store_384,6,30550.475000000002,a
store_385,1,29606.315,d
store_385,2,45252.19,d
store_385,3,42316.85,d
store_385,4,32362.515,d
store_385,5,44358.015,d
store_385,6,33928.97,d
store_386,1,39406.159999999996,a
store_386,2,53537.93,a
store_386,3,52499.42,a
store_386,4,41375.735,a
store_386,5,53397.19,a
store_386,6,41799.175,a
store_387,1,20488.715,a
store_387,2,27038.455,a
store_387,3,25985.690000000002,a
store_387,4,21663.23,a
store_387,5,25650.969999999998,a
store_387,6,20640.095,a
store_388,1,54450.405,d
store_388,2,74719.47,d
store_388,3,69775.4,d
store_388,4,55150.88,d
store_388,5,68497.44,d
store_388,6,53407.5,d
store_389,1,21777.77,a
store_389,2,29949.38,a
store_389,3,27429.855,a
store_389,4,21669.9,a
store_389,5,25092.055,a
store_389,6,19305.905,a
store_39,1,32816.525,d
store_39,2,45054.985,d
store_39,3,44739.51,d
store_39,4,34380.2,d
store_39,5,44619.175,d
store_39,6,35157.284999999996,d
store_390,1,15954.025,c
store_390,2,20841.43,c
store_390,3,20871.61,c
store_390,4,17628.945,c
store_390,5,21998.775,c
store_390,6,17561.57,c
store_391,1,36460.225,a
store_391,2,50050.05,a
store_391,3,49146.905,a
store_391,4,36561.87333333334,a
store_391,5,46167.125,a
store_391,6,35275.875,a
store_392,1,48194.71000000001,a
store_392,2,66209.91,a
store_392,3,65884.885,a
store_392,4,49851.78,a
store_392,5,62217.595,a
store_392,6,47574.6,a
store_393,1,29435.765,a
store_393,2,44433.185,a
store_393,3,42809.325,a
store_393,4,33413.69,a
store_393,5,44577.125,a
store_393,6,35816.805,a
store_394,1,33787.905,a
store_394,2,44126.04,a
store_394,3,43246.17,a
store_394,4,33661.0,a
store_394,5,41816.25,a
store_394,6,32648.815,a
store_395,1,27763.79,d
store_395,2,37009.165,d
store_395,3,35621.04,d
store_395,4,27780.71,d
store_395,5,34422.56,d
store_395,6,26432.11,d
store_396,1,39891.5,d
store_396,2,58818.795,d
store_396,3,55678.735,d
store_396,4,41336.17,d
store_396,5,55375.135,d
store_396,6,42109.415,d
store_397,1,16918.31,d
store_397,2,23454.215,d
store_397,3,22844.98,d
store_397,4,17577.28,d
store_397,5,23371.75,d
store_397,6,17923.92,d
store_398,1,24696.365,c
store_398,2,34685.945,c
store_398,3,33253.28,c
store_398,4,25134.35,c
store_398,5,32255.7,c
store_398,6,25654.425,c
store_399,1,28157.33,d
store_399,2,42341.575,d
store_399,3,40775.315,d
store_399,4,30042.62,d
store_399,5,40452.34,d
store_399,6,29812.63,d
store_4,1,33121.135,a
store_4,2,49487.63,a
store_4,3,47138.98,a
store_4,4,36394.155,a
store_4,5,48000.215,a
store_4,6,36668.17,a
store_40,1,38057.54,a
store_40,2,55025.56,a
store_40,3,52862.775,a
store_40,4,39386.935,a
store_40,5,52151.74,a
store_40,6,39190.975,a
store_400,1,26314.315,d
store_400,2,38434.065,d
store_400,3,36535.615,d
store_400,4,26726.965,d
store_400,5,36262.15,d
store_400,6,27058.48,d
store_401,1,36469.020000000004,d
store_401,2,49295.65,d
store_401,3,47579.485,d
store_401,4,36470.455,d
store_401,5,47342.325,d
store_401,6,35737.605,d
store_402,1,35269.145000000004,d
store_402,2,52827.045,d
store_402,3,49991.965,d
store_402,4,36987.43166666667,d
store_402,5,48079.05,d
store_402,6,35943.175,d
store_403,1,36361.31,a
store_403,2,50832.4,a
store_403,3,50446.805,a
store_403,4,43639.325,a
store_403,5,58504.905,a
store_403,6,48496.57,a
store_404,1,38372.68,a
store_404,2,57072.17,a
store_404,3,56449.665,a
store_404,4,41694.715,a
store_404,5,55329.42,a
store_404,6,41895.630000000005,a
store_405,1,33515.229999999996,c
store_405,2,51458.245,c
store_405,3,47656.65,c
store_405,4,37124.705,c
store_405,5,49407.735,c
store_405,6,37837.84,c
store_406,1,41937.325,d
store_406,2,59028.415,d
store_406,3,57837.659999999996,d
store_406,4,42402.325,d
store_406,5,55607.72,d
store_406,6,42335.4,d
store_407,1,40608.615,d
store_407,2,54656.35,d
store_407,3,53260.315,d
store_407,4,43425.205,d
store_407,5,53927.015,d
store_407,6,43842.02,d
store_408,1,38125.365,a
store_408,2,51233.955,a
store_408,3,49185.560000000005,a
store_408,4,37562.835,a
store_408,5,46740.55,a
store_408,6,36821.86,a
store_409,1,18070.435,a
store_409,2,25242.815,a
store_409,3,25520.895,a
store_409,4,20795.255,a
store_409,5,26153.925000000003,a
store_409,6,21042.455,a
store_41,1,42503.494999999995,a
store_41,2,56531.695,a
store_41,3,58339.88,a
store_41,4,46105.085,a
store_41,5,57485.14,a
store_41,6,45461.015,a
store_410,1,66879.95999999999,b
store_410,2,77153.405,b
store_410,3,75783.34,b
store_410,4,74740.015,b
store_410,5,81224.14,b
store_410,6,67353.545,b
store_411,1,36215.28,c
store_411,2,48998.05,c
store_411,3,48750.130000000005,c
store_411,4,36810.04,c
store_411,5,48795.175,c
store_411,6,36875.34,c
store_412,1,25806.045,c
store_412,2,33757.19,c
store_412,3,33574.54,c
store_412,4,26134.13,c
store_412,5,34134.735,c
store_412,6,26034.53,c
store_413,1,20974.59,a
